record_id,state,taluk_name,rainfall_mm,metric_group,holder_group,value,unit,value_level,is_zero
AG00327,Karnataka,Channagiri,1080.3,Area,Institution,263.36,Area,Low,No
AG00328,Karnataka,Channagiri,1080.3,Area,Total,72237.79,Area,High,No
AG00329,Karnataka,Channapatna,1358.8,Numbers,Male,49092.0,Count,Medium,No
AG00330,Karnataka,Channapatna,1358.8,Numbers,Female,13255.0,Count,Medium,No
AG00331,Karnataka,Channapatna,1358.8,Numbers,Institution,397.0,Count,Low,No
AG00332,Karnataka,Channapatna,1358.8,Numbers,Total,62744.0,Count,High,No
AG00333,Karnataka,Channapatna,1358.8,Area,Male,24326.8,Area,Medium,No
AG00334,Karnataka,Channapatna,1358.8,Area,Female,6961.25,Area,Low,No
AG00335,Karnataka,Channapatna,1358.8,Area,Institution,1132.73,Area,Low,No
AG00336,Karnataka,Channapatna,1358.8,Area,Total,32420.78,Area,Medium,No
AG00337,Karnataka,Channarayapatna,1981.0,Numbers,Male,93388.0,Count,High,No
AG00338,Karnataka,Channarayapatna,1981.0,Numbers,Female,27143.0,Count,Medium,No
AG00339,Karnataka,Channarayapatna,1981.0,Numbers,Institution,345.0,Count,Low,No
AG00340,Karnataka,Channarayapatna,1981.0,Numbers,Total,120876.0,Count,High,No
AG00341,Karnataka,Channarayapatna,1981.0,Area,Male,61345.81,Area,High,No
AG00342,Karnataka,Channarayapatna,1981.0,Area,Female,16518.02,Area,Medium,No
AG00343,Karnataka,Channarayapatna,1981.0,Area,Institution,507.14,Area,Low,No
AG00344,Karnataka,Channarayapatna,1981.0,Area,Total,78370.97,Area,High,No
AG00345,Karnataka,Chikballapur,656.9,Numbers,Male,37359.0,Count,Medium,No
AG00346,Karnataka,Chikballapur,656.9,Numbers,Female,8341.0,Count,Low,No
AG00347,Karnataka,Chikballapur,656.9,Numbers,Institution,43.0,Count,Low,No
AG00348,Karnataka,Chikballapur,656.9,Numbers,Total,45743.0,Count,Medium,No
AG00349,Karnataka,Chikballapur,656.9,Area,Male,23851.76,Area,Medium,No
AG00350,Karnataka,Chikballapur,656.9,Area,Female,4768.86,Area,Low,No
AG00351,Karnataka,Chikballapur,656.9,Area,Institution,217.73,Area,Low,No
AG00352,Karnataka,Chikballapur,656.9,Area,Total,28838.35,Area,Medium,No
AG00353,Karnataka,Chikkodi,1253.8,Numbers,Male,88367.0,Count,High,No
AG00354,Karnataka,Chikkodi,1253.8,Numbers,Female,6930.0,Count,Low,No
AG00355,Karnataka,Chikkodi,1253.8,Numbers,Institution,91.0,Count,Low,No
AG00356,Karnataka,Chikkodi,1253.8,Numbers,Total,95388.0,Count,High,No
AG00357,Karnataka,Chikkodi,1253.8,Area,Male,104971.0,Area,High,No
AG00358,Karnataka,Chikkodi,1253.8,Area,Female,7187.0,Area,Low,No
AG00359,Karnataka,Chikkodi,1253.8,Area,Institution,557.0,Area,Low,No
AG00360,Karnataka,Chikkodi,1253.8,Area,Total,112715.0,Area,High,No
AG00361,Karnataka,Chikmagalur,2012.6,Numbers,Male,39846.0,Count,Medium,No
AG00362,Karnataka,Chikmagalur,2012.6,Numbers,Female,8014.0,Count,Low,No
AG00363,Karnataka,Chikmagalur,2012.6,Numbers,Institution,297.0,Count,Low,No
AG00364,Karnataka,Chikmagalur,2012.6,Numbers,Total,48157.0,Count,Medium,No
AG00365,Karnataka,Chikmagalur,2012.6,Area,Male,52831.8,Area,High,No
AG00366,Karnataka,Chikmagalur,2012.6,Area,Female,11077.75,Area,Medium,No
AG00367,Karnataka,Chikmagalur,2012.6,Area,Institution,3152.36,Area,Low,No
AG00368,Karnataka,Chikmagalur,2012.6,Area,Total,67061.91,Area,High,No
AG00369,Karnataka,Chiknayakanahalli,553.9,Numbers,Male,38689.0,Count,Medium,No
AG00370,Karnataka,Chiknayakanahalli,553.9,Numbers,Female,7585.0,Count,Low,No
AG00371,Karnataka,Chiknayakanahalli,553.9,Numbers,Institution,64.0,Count,Low,No
AG00372,Karnataka,Chiknayakanahalli,553.9,Numbers,Total,46338.0,Count,Medium,No
AG00373,Karnataka,Chiknayakanahalli,553.9,Area,Male,52284.6,Area,High,No
AG00374,Karnataka,Chiknayakanahalli,553.9,Area,Female,9168.09,Area,Low,No
AG00375,Karnataka,Chiknayakanahalli,553.9,Area,Institution,73.32,Area,Low,No
AG00376,Karnataka,Chiknayakanahalli,553.9,Area,Total,61526.01,Area,High,No
AG00377,Karnataka,Chincholi,1997.6,Numbers,Male,40787.0,Count,Medium,No
AG00378,Karnataka,Chincholi,1997.6,Numbers,Female,11633.0,Count,Medium,No
AG00379,Karnataka,Chincholi,1997.6,Numbers,Institution,23.0,Count,Low,No
AG00380,Karnataka,Chincholi,1997.6,Numbers,Total,52443.0,Count,High,No
AG00381,Karnataka,Chincholi,1997.6,Area,Male,85689.71,Area,High,No
AG00382,Karnataka,Chincholi,1997.6,Area,Female,22966.68,Area,Medium,No
AG00383,Karnataka,Chincholi,1997.6,Area,Institution,110.84,Area,Low,No
AG00384,Karnataka,Chincholi,1997.6,Area,Total,108767.23,Area,High,No
AG00385,Karnataka,Chinthamani,636.8,Numbers,Male,41903.0,Count,Medium,No
AG00386,Karnataka,Chinthamani,636.8,Numbers,Female,8018.0,Count,Low,No
AG00387,Karnataka,Chinthamani,636.8,Numbers,Institution,7.0,Count,Low,No
AG00388,Karnataka,Chinthamani,636.8,Numbers,Total,49928.0,Count,Medium,No
AG00389,Karnataka,Chinthamani,636.8,Area,Male,33304.64,Area,Medium,No
AG00390,Karnataka,Chinthamani,636.8,Area,Female,6101.17,Area,Low,No
AG00391,Karnataka,Chinthamani,636.8,Area,Institution,5.71,Area,Low,No
AG00392,Karnataka,Chinthamani,636.8,Area,Total,39411.52,Area,Medium,No
AG00393,Karnataka,Chitradurga,2408.9,Numbers,Male,42424.0,Count,Medium,No
AG00394,Karnataka,Chitradurga,2408.9,Numbers,Female,16239.0,Count,Medium,No
AG00395,Karnataka,Chitradurga,2408.9,Numbers,Institution,187.0,Count,Low,No
AG00396,Karnataka,Chitradurga,2408.9,Numbers,Total,58850.0,Count,High,No
AG00397,Karnataka,Chitradurga,2408.9,Area,Male,74350.48,Area,High,No
AG00398,Karnataka,Chitradurga,2408.9,Area,Female,27559.37,Area,Medium,No
AG00399,Karnataka,Chitradurga,2408.9,Area,Institution,747.21,Area,Low,No
AG00400,Karnataka,Chitradurga,2408.9,Area,Total,102657.06,Area,High,No
AG00401,Karnataka,Chittaguppa,1819.8,Numbers,Male,0.0,Count,Zero,Yes
AG00402,Karnataka,Chittaguppa,1819.8,Numbers,Female,0.0,Count,Zero,Yes
AG00403,Karnataka,Chittaguppa,1819.8,Numbers,Institution,0.0,Count,Zero,Yes
AG00404,Karnataka,Chittaguppa,1819.8,Numbers,Total,0.0,Count,Zero,Yes
AG00405,Karnataka,Chittaguppa,1819.8,Area,Male,0.0,Area,Zero,Yes
AG00406,Karnataka,Chittaguppa,1819.8,Area,Female,0.0,Area,Zero,Yes
AG00407,Karnataka,Chittaguppa,1819.8,Area,Institution,0.0,Area,Zero,Yes
AG00408,Karnataka,Chittaguppa,1819.8,Area,Total,0.0,Area,Zero,Yes
AG00409,Karnataka,Chittapur,1282.6,Numbers,Male,56697.0,Count,High,No
AG00410,Karnataka,Chittapur,1282.6,Numbers,Female,11654.0,Count,Medium,No
AG00411,Karnataka,Chittapur,1282.6,Numbers,Institution,85.0,Count,Low,No
AG00412,Karnataka,Chittapur,1282.6,Numbers,Total,68436.0,Count,High,No
AG00413,Karnataka,Chittapur,1282.6,Area,Male,118741.59,Area,High,No
AG00414,Karnataka,Chittapur,1282.6,Area,Female,23572.76,Area,Medium,No
AG00415,Karnataka,Chittapur,1282.6,Area,Institution,368.07,Area,Low,No
AG00416,Karnataka,Chittapur,1282.6,Area,Total,142682.42,Area,High,No
AG00417,Karnataka,Dandelli,574.3,Numbers,Male,0.0,Count,Zero,Yes
AG00418,Karnataka,Dandelli,574.3,Numbers,Female,0.0,Count,Zero,Yes
AG00419,Karnataka,Dandelli,574.3,Numbers,Institution,0.0,Count,Zero,Yes
AG00420,Karnataka,Dandelli,574.3,Numbers,Total,0.0,Count,Zero,Yes
AG00421,Karnataka,Dandelli,574.3,Area,Male,0.0,Area,Zero,Yes
AG00422,Karnataka,Dandelli,574.3,Area,Female,0.0,Area,Zero,Yes
AG00423,Karnataka,Dandelli,574.3,Area,Institution,0.0,Area,Zero,Yes
AG00424,Karnataka,Dandelli,574.3,Area,Total,0.0,Area,Zero,Yes
AG00425,Karnataka,Davanagere,2160.4,Numbers,Male,42100.0,Count,Medium,No
AG00426,Karnataka,Davanagere,2160.4,Numbers,Female,11282.0,Count,Medium,No
AG00427,Karnataka,Davanagere,2160.4,Numbers,Institution,352.0,Count,Low,No
AG00428,Karnataka,Davanagere,2160.4,Numbers,Total,53734.0,Count,High,No
AG00429,Karnataka,Davanagere,2160.4,Area,Male,51877.42,Area,High,No
AG00430,Karnataka,Davanagere,2160.4,Area,Female,13103.04,Area,Medium,No
AG00431,Karnataka,Davanagere,2160.4,Area,Institution,1557.65,Area,Low,No
AG00432,Karnataka,Davanagere,2160.4,Area,Total,66538.11,Area,High,No
AG00433,Karnataka,Devanahalli,2316.1,Numbers,Male,33496.0,Count,Medium,No
AG00434,Karnataka,Devanahalli,2316.1,Numbers,Female,8266.0,Count,Low,No
AG00435,Karnataka,Devanahalli,2316.1,Numbers,Institution,10.0,Count,Low,No
AG00436,Karnataka,Devanahalli,2316.1,Numbers,Total,41772.0,Count,Medium,No
AG00437,Karnataka,Devanahalli,2316.1,Area,Male,23444.91,Area,Medium,No
AG00438,Karnataka,Devanahalli,2316.1,Area,Female,5353.42,Area,Low,No
AG00439,Karnataka,Devanahalli,2316.1,Area,Institution,46.42,Area,Low,No
AG00440,Karnataka,Devanahalli,2316.1,Area,Total,28844.75,Area,Medium,No
AG00441,Karnataka,Devara Hipparagi,1685.8,Numbers,Male,0.0,Count,Zero,Yes
AG00442,Karnataka,Devara Hipparagi,1685.8,Numbers,Female,0.0,Count,Zero,Yes
AG00443,Karnataka,Devara Hipparagi,1685.8,Numbers,Institution,0.0,Count,Zero,Yes
AG00444,Karnataka,Devara Hipparagi,1685.8,Numbers,Total,0.0,Count,Zero,Yes
AG00445,Karnataka,Devara Hipparagi,1685.8,Area,Male,0.0,Area,Zero,Yes
AG00446,Karnataka,Devara Hipparagi,1685.8,Area,Female,0.0,Area,Zero,Yes
AG00447,Karnataka,Devara Hipparagi,1685.8,Area,Institution,0.0,Area,Zero,Yes
AG00448,Karnataka,Devara Hipparagi,1685.8,Area,Total,0.0,Area,Zero,Yes
AG00449,Karnataka,Devdurga,966.5,Numbers,Male,50314.0,Count,High,No
AG00450,Karnataka,Devdurga,966.5,Numbers,Female,10686.0,Count,Medium,No
AG00451,Karnataka,Devdurga,966.5,Numbers,Institution,12.0,Count,Low,No
AG00452,Karnataka,Devdurga,966.5,Numbers,Total,61012.0,Count,High,No
AG00453,Karnataka,Devdurga,966.5,Area,Male,105079.81,Area,High,No
AG00454,Karnataka,Devdurga,966.5,Area,Female,23925.36,Area,Medium,No
AG00455,Karnataka,Devdurga,966.5,Area,Institution,20.67,Area,Low,No
AG00456,Karnataka,Devdurga,966.5,Area,Total,129025.84,Area,High,No
AG00457,Karnataka,Dharwad,1306.2,Numbers,Male,32998.0,Count,Medium,No
AG00458,Karnataka,Dharwad,1306.2,Numbers,Female,6192.0,Count,Low,No
AG00459,Karnataka,Dharwad,1306.2,Numbers,Institution,38.0,Count,Low,No
AG00460,Karnataka,Dharwad,1306.2,Numbers,Total,39228.0,Count,Medium,No
AG00461,Karnataka,Dharwad,1306.2,Area,Male,65977.8,Area,High,No
AG00462,Karnataka,Dharwad,1306.2,Area,Female,11761.64,Area,Medium,No
AG00463,Karnataka,Dharwad,1306.2,Area,Institution,379.36,Area,Low,No
AG00464,Karnataka,Dharwad,1306.2,Area,Total,78118.8,Area,High,No
AG00465,Karnataka,Doddaballapura,2357.0,Numbers,Male,48712.0,Count,Medium,No
AG00466,Karnataka,Doddaballapura,2357.0,Numbers,Female,14321.0,Count,Medium,No
AG00467,Karnataka,Doddaballapura,2357.0,Numbers,Institution,43.0,Count,Low,No
AG00468,Karnataka,Doddaballapura,2357.0,Numbers,Total,63076.0,Count,High,No
AG00469,Karnataka,Doddaballapura,2357.0,Area,Male,37859.59,Area,Medium,No
AG00470,Karnataka,Doddaballapura,2357.0,Area,Female,10700.16,Area,Medium,No
AG00471,Karnataka,Doddaballapura,2357.0,Area,Institution,135.08,Area,Low,No
AG00472,Karnataka,Doddaballapura,2357.0,Area,Total,48694.83,Area,Medium,No
AG00473,Karnataka,Gadag,709.5,Numbers,Male,33250.0,Count,Medium,No
AG00474,Karnataka,Gadag,709.5,Numbers,Female,7169.0,Count,Low,No
AG00475,Karnataka,Gadag,709.5,Numbers,Institution,128.0,Count,Low,No
AG00476,Karnataka,Gadag,709.5,Numbers,Total,40547.0,Count,Medium,No
AG00477,Karnataka,Gadag,709.5,Area,Male,77882.27,Area,High,No
AG00478,Karnataka,Gadag,709.5,Area,Female,14931.65,Area,Medium,No
AG00479,Karnataka,Gadag,709.5,Area,Institution,606.62,Area,Low,No
AG00480,Karnataka,Gadag,709.5,Area,Total,93420.54,Area,High,No
AG00481,Karnataka,Gajendragad,2390.8,Numbers,Male,0.0,Count,Zero,Yes
AG00482,Karnataka,Gajendragad,2390.8,Numbers,Female,0.0,Count,Zero,Yes
AG00483,Karnataka,Gajendragad,2390.8,Numbers,Institution,0.0,Count,Zero,Yes
AG00484,Karnataka,Gajendragad,2390.8,Numbers,Total,0.0,Count,Zero,Yes
AG00485,Karnataka,Gajendragad,2390.8,Area,Male,0.0,Area,Zero,Yes
AG00486,Karnataka,Gajendragad,2390.8,Area,Female,0.0,Area,Zero,Yes
AG00487,Karnataka,Gajendragad,2390.8,Area,Institution,0.0,Area,Zero,Yes
AG00488,Karnataka,Gajendragad,2390.8,Area,Total,0.0,Area,Zero,Yes
AG00489,Karnataka,Gangavathi,2460.0,Numbers,Male,47955.0,Count,Medium,No
AG00490,Karnataka,Gangavathi,2460.0,Numbers,Female,16735.0,Count,Medium,No
AG00491,Karnataka,Gangavathi,2460.0,Numbers,Institution,48.0,Count,Low,No
AG00492,Karnataka,Gangavathi,2460.0,Numbers,Total,64738.0,Count,High,No
AG00493,Karnataka,Gangavathi,2460.0,Area,Male,67802.45,Area,High,No
AG00494,Karnataka,Gangavathi,2460.0,Area,Female,20840.74,Area,Medium,No
AG00495,Karnataka,Gangavathi,2460.0,Area,Institution,253.71,Area,Low,No
AG00496,Karnataka,Gangavathi,2460.0,Area,Total,88896.9,Area,High,No
AG00497,Karnataka,Gauribidanur,2326.0,Numbers,Male,46307.0,Count,Medium,No
AG00498,Karnataka,Gauribidanur,2326.0,Numbers,Female,12625.0,Count,Medium,No
AG00499,Karnataka,Gauribidanur,2326.0,Numbers,Institution,43.0,Count,Low,No
AG00500,Karnataka,Gauribidanur,2326.0,Numbers,Total,58975.0,Count,High,No
AG00501,Karnataka,Gauribidanur,2326.0,Area,Male,39159.35,Area,Medium,No
AG00502,Karnataka,Gauribidanur,2326.0,Area,Female,9948.63,Area,Low,No
AG00503,Karnataka,Gauribidanur,2326.0,Area,Institution,83.33,Area,Low,No
AG00504,Karnataka,Gauribidanur,2326.0,Area,Total,49191.31,Area,Medium,No
AG00505,Karnataka,Gokak,2362.2,Numbers,Male,62459.0,Count,High,No
AG00506,Karnataka,Gokak,2362.2,Numbers,Female,4948.0,Count,Low,No
AG00507,Karnataka,Gokak,2362.2,Numbers,Institution,105.0,Count,Low,No
AG00508,Karnataka,Gokak,2362.2,Numbers,Total,67512.0,Count,High,No
AG00509,Karnataka,Gokak,2362.2,Area,Male,107330.0,Area,High,No
AG00510,Karnataka,Gokak,2362.2,Area,Female,7633.0,Area,Low,No
AG00511,Karnataka,Gokak,2362.2,Area,Institution,774.0,Area,Low,No
AG00512,Karnataka,Gokak,2362.2,Area,Total,115737.0,Area,High,No
AG00513,Karnataka,Gubbi,1741.0,Numbers,Male,48864.0,Count,Medium,No
AG00514,Karnataka,Gubbi,1741.0,Numbers,Female,12356.0,Count,Medium,No
AG00515,Karnataka,Gubbi,1741.0,Numbers,Institution,147.0,Count,Low,No
AG00516,Karnataka,Gubbi,1741.0,Numbers,Total,61367.0,Count,High,No
AG00517,Karnataka,Gubbi,1741.0,Area,Male,52599.32,Area,High,No
AG00518,Karnataka,Gubbi,1741.0,Area,Female,12323.75,Area,Medium,No
AG00519,Karnataka,Gubbi,1741.0,Area,Institution,114.74,Area,Low,No
AG00520,Karnataka,Gubbi,1741.0,Area,Total,65037.81,Area,High,No
AG00521,Karnataka,Gudibande,2323.5,Numbers,Male,10350.0,Count,Medium,No
AG00522,Karnataka,Gudibande,2323.5,Numbers,Female,2624.0,Count,Low,No
AG00523,Karnataka,Gudibande,2323.5,Numbers,Institution,5.0,Count,Low,No
AG00524,Karnataka,Gudibande,2323.5,Numbers,Total,12979.0,Count,Medium,No
AG00525,Karnataka,Gudibande,2323.5,Area,Male,5920.92,Area,Low,No
AG00526,Karnataka,Gudibande,2323.5,Area,Female,1537.61,Area,Low,No
AG00527,Karnataka,Gudibande,2323.5,Area,Institution,1.12,Area,Low,No
AG00528,Karnataka,Gudibande,2323.5,Area,Total,7459.65,Area,Low,No
AG00529,Karnataka,Gulbarga,1351.5,Numbers,Male,50124.0,Count,High,No
AG00530,Karnataka,Gulbarga,1351.5,Numbers,Female,12834.0,Count,Medium,No
AG00531,Karnataka,Gulbarga,1351.5,Numbers,Institution,23.0,Count,Low,No
AG00532,Karnataka,Gulbarga,1351.5,Numbers,Total,62981.0,Count,High,No
AG00533,Karnataka,Gulbarga,1351.5,Area,Male,121081.02,Area,High,No
AG00534,Karnataka,Gulbarga,1351.5,Area,Female,28498.99,Area,Medium,No
AG00535,Karnataka,Gulbarga,1351.5,Area,Institution,194.97,Area,Low,No
AG00536,Karnataka,Gulbarga,1351.5,Area,Total,149774.98,Area,High,No
AG00537,Karnataka,Guledagudda,1460.3,Numbers,Male,0.0,Count,Zero,Yes
AG00538,Karnataka,Guledagudda,1460.3,Numbers,Female,0.0,Count,Zero,Yes
AG00539,Karnataka,Guledagudda,1460.3,Numbers,Institution,0.0,Count,Zero,Yes
AG00540,Karnataka,Guledagudda,1460.3,Numbers,Total,0.0,Count,Zero,Yes
AG00541,Karnataka,Guledagudda,1460.3,Area,Male,0.0,Area,Zero,Yes
AG00542,Karnataka,Guledagudda,1460.3,Area,Female,0.0,Area,Zero,Yes
AG00543,Karnataka,Guledagudda,1460.3,Area,Institution,0.0,Area,Zero,Yes
AG00544,Karnataka,Guledagudda,1460.3,Area,Total,0.0,Area,Zero,Yes
AG00545,Karnataka,Gundlupet,1501.1,Numbers,Male,40491.0,Count,Medium,No
AG00546,Karnataka,Gundlupet,1501.1,Numbers,Female,10346.0,Count,Medium,No
AG00547,Karnataka,Gundlupet,1501.1,Numbers,Institution,82.0,Count,Low,No
AG00548,Karnataka,Gundlupet,1501.1,Numbers,Total,50919.0,Count,High,No
AG00549,Karnataka,Gundlupet,1501.1,Area,Male,45738.15,Area,Medium,No
AG00550,Karnataka,Gundlupet,1501.1,Area,Female,11019.39,Area,Medium,No
AG00551,Karnataka,Gundlupet,1501.1,Area,Institution,223.67,Area,Low,No
AG00552,Karnataka,Gundlupet,1501.1,Area,Total,56981.21,Area,High,No
AG00553,Karnataka,Gurumithakala,2154.0,Numbers,Male,0.0,Count,Zero,Yes
AG00554,Karnataka,Gurumithakala,2154.0,Numbers,Female,0.0,Count,Zero,Yes
AG00555,Karnataka,Gurumithakala,2154.0,Numbers,Institution,0.0,Count,Zero,Yes
AG00556,Karnataka,Gurumithakala,2154.0,Numbers,Total,0.0,Count,Zero,Yes
AG00557,Karnataka,Gurumithakala,2154.0,Area,Male,0.0,Area,Zero,Yes
AG00558,Karnataka,Gurumithakala,2154.0,Area,Female,0.0,Area,Zero,Yes
AG00559,Karnataka,Gurumithakala,2154.0,Area,Institution,0.0,Area,Zero,Yes
AG00560,Karnataka,Gurumithakala,2154.0,Area,Total,0.0,Area,Zero,Yes
AG00561,Karnataka,Hadagali,1902.4,Numbers,Male,29816.0,Count,Medium,No
AG00562,Karnataka,Hadagali,1902.4,Numbers,Female,9361.0,Count,Low,No
AG00563,Karnataka,Hadagali,1902.4,Numbers,Institution,88.0,Count,Low,No
AG00564,Karnataka,Hadagali,1902.4,Numbers,Total,39265.0,Count,Medium,No
AG00565,Karnataka,Hadagali,1902.4,Area,Male,49040.85,Area,Medium,No
AG00566,Karnataka,Hadagali,1902.4,Area,Female,15670.35,Area,Medium,No
AG00567,Karnataka,Hadagali,1902.4,Area,Institution,664.74,Area,Low,No
AG00568,Karnataka,Hadagali,1902.4,Area,Total,65375.94,Area,High,No
AG00569,Karnataka,Hagaribommanahalli,1536.3,Numbers,Male,32145.0,Count,Medium,No
AG00570,Karnataka,Hagaribommanahalli,1536.3,Numbers,Female,12170.0,Count,Medium,No
AG00571,Karnataka,Hagaribommanahalli,1536.3,Numbers,Institution,75.0,Count,Low,No
AG00572,Karnataka,Hagaribommanahalli,1536.3,Numbers,Total,44390.0,Count,Medium,No
AG00573,Karnataka,Hagaribommanahalli,1536.3,Area,Male,40338.49,Area,Medium,No
AG00574,Karnataka,Hagaribommanahalli,1536.3,Area,Female,15945.66,Area,Medium,No
AG00575,Karnataka,Hagaribommanahalli,1536.3,Area,Institution,122.65,Area,Low,No
AG00576,Karnataka,Hagaribommanahalli,1536.3,Area,Total,56406.8,Area,High,No
AG00577,Karnataka,Haliyal,669.0,Numbers,Male,9588.0,Count,Low,No
AG00578,Karnataka,Haliyal,669.0,Numbers,Female,1949.0,Count,Low,No
AG00579,Karnataka,Haliyal,669.0,Numbers,Institution,13.0,Count,Low,No
AG00580,Karnataka,Haliyal,669.0,Numbers,Total,11550.0,Count,Medium,No
AG00581,Karnataka,Haliyal,669.0,Area,Male,17089.85,Area,Medium,No
AG00582,Karnataka,Haliyal,669.0,Area,Female,3473.44,Area,Low,No
AG00583,Karnataka,Haliyal,669.0,Area,Institution,28.26,Area,Low,No
AG00584,Karnataka,Haliyal,669.0,Area,Total,20591.55,Area,Medium,No
AG00585,Karnataka,Hangal,1561.6,Numbers,Male,33550.0,Count,Medium,No
AG00586,Karnataka,Hangal,1561.6,Numbers,Female,4810.0,Count,Low,No
AG00587,Karnataka,Hangal,1561.6,Numbers,Institution,25.0,Count,Low,No
AG00588,Karnataka,Hangal,1561.6,Numbers,Total,38385.0,Count,Medium,No
AG00589,Karnataka,Hangal,1561.6,Area,Male,48806.39,Area,Medium,No
AG00590,Karnataka,Hangal,1561.6,Area,Female,6522.09,Area,Low,No
AG00591,Karnataka,Hangal,1561.6,Area,Institution,61.74,Area,Low,No
AG00592,Karnataka,Hangal,1561.6,Area,Total,55390.22,Area,High,No
AG00593,Karnataka,Harapanahalli,1974.6,Numbers,Male,46825.0,Count,Medium,No
AG00594,Karnataka,Harapanahalli,1974.6,Numbers,Female,12951.0,Count,Medium,No
AG00595,Karnataka,Harapanahalli,1974.6,Numbers,Institution,108.0,Count,Low,No
AG00596,Karnataka,Harapanahalli,1974.6,Numbers,Total,59884.0,Count,High,No
AG00597,Karnataka,Harapanahalli,1974.6,Area,Male,75426.61,Area,High,No
AG00598,Karnataka,Harapanahalli,1974.6,Area,Female,19915.37,Area,Medium,No
AG00599,Karnataka,Harapanahalli,1974.6,Area,Institution,397.71,Area,Low,No
AG00600,Karnataka,Harapanahalli,1974.6,Area,Total,95739.69,Area,High,No
AG00601,Karnataka,Harihar,2143.0,Numbers,Male,25495.0,Count,Medium,No
AG00602,Karnataka,Harihar,2143.0,Numbers,Female,5976.0,Count,Low,No
AG00603,Karnataka,Harihar,2143.0,Numbers,Institution,204.0,Count,Low,No
AG00604,Karnataka,Harihar,2143.0,Numbers,Total,31675.0,Count,Medium,No
AG00605,Karnataka,Harihar,2143.0,Area,Male,32824.68,Area,Medium,No
AG00606,Karnataka,Harihar,2143.0,Area,Female,6918.75,Area,Low,No
AG00607,Karnataka,Harihar,2143.0,Area,Institution,730.22,Area,Low,No
AG00608,Karnataka,Harihar,2143.0,Area,Total,40473.65,Area,Medium,No
AG00609,Karnataka,Hassan,732.7,Numbers,Male,81500.0,Count,High,No
AG00610,Karnataka,Hassan,732.7,Numbers,Female,21568.0,Count,Medium,No
AG00611,Karnataka,Hassan,732.7,Numbers,Institution,358.0,Count,Low,No
AG00612,Karnataka,Hassan,732.7,Numbers,Total,103426.0,Count,High,No
AG00613,Karnataka,Hassan,732.7,Area,Male,49414.49,Area,Medium,No
AG00614,Karnataka,Hassan,732.7,Area,Female,12068.92,Area,Medium,No
AG00615,Karnataka,Hassan,732.7,Area,Institution,783.91,Area,Low,No
AG00616,Karnataka,Hassan,732.7,Area,Total,62267.32,Area,High,No
AG00617,Karnataka,Haveri,1467.9,Numbers,Male,32147.0,Count,Medium,No
AG00618,Karnataka,Haveri,1467.9,Numbers,Female,3594.0,Count,Low,No
AG00619,Karnataka,Haveri,1467.9,Numbers,Institution,29.0,Count,Low,No
AG00620,Karnataka,Haveri,1467.9,Numbers,Total,35770.0,Count,Medium,No
AG00621,Karnataka,Haveri,1467.9,Area,Male,58695.82,Area,High,No
AG00622,Karnataka,Haveri,1467.9,Area,Female,5831.87,Area,Low,No
AG00623,Karnataka,Haveri,1467.9,Area,Institution,154.62,Area,Low,No
AG00624,Karnataka,Haveri,1467.9,Area,Total,64682.31,Area,High,No
AG00625,Karnataka,Hebri,1772.3,Numbers,Male,4990.0,Count,Low,No
AG00626,Karnataka,Hebri,1772.3,Numbers,Female,4105.0,Count,Low,No
AG00627,Karnataka,Hebri,1772.3,Numbers,Institution,20.0,Count,Low,No
AG00628,Karnataka,Hebri,1772.3,Numbers,Total,9115.0,Count,Low,No
AG00629,Karnataka,Hebri,1772.3,Area,Male,6033.0,Area,Low,No
AG00630,Karnataka,Hebri,1772.3,Area,Female,5188.0,Area,Low,No
AG00631,Karnataka,Hebri,1772.3,Area,Institution,602.0,Area,Low,No
AG00632,Karnataka,Hebri,1772.3,Area,Total,11823.0,Area,Medium,No
AG00633,Karnataka,Heggadadevanakote,1107.3,Numbers,Male,38729.0,Count,Medium,No
AG00634,Karnataka,Heggadadevanakote,1107.3,Numbers,Female,14037.0,Count,Medium,No
AG00635,Karnataka,Heggadadevanakote,1107.3,Numbers,Institution,33.0,Count,Low,No
AG00636,Karnataka,Heggadadevanakote,1107.3,Numbers,Total,52799.0,Count,High,No
AG00637,Karnataka,Heggadadevanakote,1107.3,Area,Male,33811.87,Area,Medium,No
AG00638,Karnataka,Heggadadevanakote,1107.3,Area,Female,12145.1,Area,Medium,No
AG00639,Karnataka,Heggadadevanakote,1107.3,Area,Institution,32.33,Area,Low,No
AG00640,Karnataka,Heggadadevanakote,1107.3,Area,Total,45989.3,Area,Medium,No
AG00641,Karnataka,Hirekerur,1597.6,Numbers,Male,39240.0,Count,Medium,No
AG00642,Karnataka,Hirekerur,1597.6,Numbers,Female,3877.0,Count,Low,No
AG00643,Karnataka,Hirekerur,1597.6,Numbers,Institution,101.0,Count,Low,No
AG00644,Karnataka,Hirekerur,1597.6,Numbers,Total,43218.0,Count,Medium,No
AG00645,Karnataka,Hirekerur,1597.6,Area,Male,53272.34,Area,High,No
AG00646,Karnataka,Hirekerur,1597.6,Area,Female,4548.23,Area,Low,No
AG00647,Karnataka,Hirekerur,1597.6,Area,Institution,378.77,Area,Low,No
AG00648,Karnataka,Hirekerur,1597.6,Area,Total,58199.34,Area,High,No
AG00649,Karnataka,Hiriyur,2189.8,Numbers,Male,41130.0,Count,Medium,No
